Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Rok;Jednostka miary;Wartosc;Atrybut;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2003";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2004";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2005";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2006";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2007";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2008";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2009";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2010";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2011";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2012";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2013";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2014";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2015";"osoba";1466;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2016";"osoba";1101;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2017";"osoba";867;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2018";"osoba";725;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2019";"osoba";558;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2020";"osoba";649;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2021";"osoba";761;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2022";"osoba";573;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"do 30 roku życia";"";"2023";"osoba";471;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"1995";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"1996";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"1997";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"1998";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"1999";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2000";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2001";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2002";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2003";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2004";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2005";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2006";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2007";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2008";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2009";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2010";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2011";"osoba";1778;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2012";"osoba";1938;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2013";"osoba";2241;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2014";"osoba";2245;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2015";"osoba";2112;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2016";"osoba";1705;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2017";"osoba";1415;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2018";"osoba";1098;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2019";"osoba";880;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2020";"osoba";832;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2021";"osoba";958;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2022";"osoba";840;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"powyżej 50 roku życia";"";"2023";"osoba";707;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"1995";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"1996";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"1997";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"1998";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"1999";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2000";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2001";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2002";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2003";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2004";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2005";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2006";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2007";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2008";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2009";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2010";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2011";"osoba";2979;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2012";"osoba";3190;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2013";"osoba";3597;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2014";"osoba";3787;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2015";"osoba";3616;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2016";"osoba";2748;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2017";"osoba";2276;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2018";"osoba";1777;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2019";"osoba";1445;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2020";"osoba";1124;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2021";"osoba";1519;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2022";"osoba";1548;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu czerwca";"długotrwale bezrobotni";"";"2023";"osoba";1031;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"1995";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"1996";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"1997";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"1998";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"1999";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2000";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2001";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2002";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2003";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2004";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2005";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2006";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2007";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2008";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2009";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2010";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2011";"osoba";6407;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2012";"osoba";7293;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2013";"osoba";7593;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2014";"osoba";6702;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2015";"osoba";5812;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2016";"osoba";4520;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2017";"osoba";3814;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2018";"osoba";3371;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2019";"osoba";2454;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2020";"osoba";3380;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2021";"osoba";3255;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2022";"osoba";2417;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"ogółem";"";"2023";"osoba";;;
"RYNEK PRACY";"BEZROBOCIE REJESTROWANE";"Bezrobotni zarejestrowani według gmin (dane półroczne) (Wymiary: Okres; Bezrobotni)";"stan w końcu grudnia";"kobiety";"";"1995";"osoba";;;
